Estado,Fila,Columna,Fase,Batería,V aleatoria,V determinista,V greedy
"(2, 2, 'en_camino', 4)",2.0,2.0,en_camino,4,-88.191569565615,-88.00966591618082,-69.76585555555553
"(2, 2, 'en_camino', 5)",2.0,2.0,en_camino,5,-83.29930839215876,-29.291188873739113,-11.771219879577194
"(2, 2, 'en_camino', 6)",2.0,2.0,en_camino,6,-78.75263652035392,-25.775224510336855,-2.0016586746598586
"(2, 2, 'en_camino', 7)",2.0,2.0,en_camino,7,-74.21322750848795,-4.0745399872687695,20.444893376981213
"(2, 2, 'en_camino', 8)",2.0,2.0,en_camino,8,-69.95865905598318,41.60206728423622,48.85791965512212
"(2, 2, 'en_camino', 9)",2.0,2.0,en_camino,9,-65.89619372355813,48.84907655295766,56.95220645498501
"(2, 2, 'en_camino', 10)",2.0,2.0,en_camino,10,-62.075041193526964,79.02263734059541,74.46205772454486
"(2, 2, 'regresando', 1)",2.0,2.0,regresando,1,-70.0,50.0,50.0
"(2, 2, 'regresando', 2)",2.0,2.0,regresando,2,-44.0,50.0,50.0
"(2, 2, 'regresando', 3)",2.0,2.0,regresando,3,-37.0933827160494,50.0,50.0
"(2, 2, 'regresando', 4)",2.0,2.0,regresando,4,-29.538238701417477,50.0,50.0
"(2, 2, 'regresando', 5)",2.0,2.0,regresando,5,-24.645437673122018,50.0,50.0
"(2, 2, 'regresando', 6)",2.0,2.0,regresando,6,-20.013319409029002,50.0,50.0
"(2, 2, 'regresando', 7)",2.0,2.0,regresando,7,-16.239800395080238,50.0,50.0
"(2, 2, 'regresando', 8)",2.0,2.0,regresando,8,-12.78080751980007,50.0,50.0
"(2, 2, 'regresando', 9)",2.0,2.0,regresando,9,-9.732613182887306,50.0,50.0
"(2, 2, 'regresando', 10)",2.0,2.0,regresando,10,-6.9566575409691005,50.0,50.0
"(2, 3, 'en_camino', 1)",2.0,3.0,en_camino,1,-100.0,-100.0,-100.0
"(2, 3, 'en_camino', 2)",2.0,3.0,en_camino,2,-95.81234567901237,-95.95801104972377,-85.86666666666665
"(2, 3, 'en_camino', 3)",2.0,3.0,en_camino,3,-91.71140374942847,-91.83764463844206,-72.38511111111109
"(2, 3, 'en_camino', 4)",2.0,3.0,en_camino,4,-84.78467646462623,-22.787176606111473,-6.148952597573699
"(2, 3, 'en_camino', 5)",2.0,3.0,en_camino,5,-79.10570367208345,-19.074420288940733,4.397345953631499
"(2, 3, 'en_camino', 6)",2.0,3.0,en_camino,6,-73.47037306977666,0.5814301576491323,29.48183489793789
"(2, 3, 'en_camino', 7)",2.0,3.0,en_camino,7,-68.39883234221546,54.2699807964655,58.98399364954258
"(2, 3, 'en_camino', 8)",2.0,3.0,en_camino,8,-63.62352888813142,59.94868295194949,66.28849505900018
"(2, 3, 'en_camino', 9)",2.0,3.0,en_camino,9,-59.20845610517553,90.97744071585807,84.01295741367557
"(2, 3, 'en_camino', 10)",2.0,3.0,en_camino,10,-55.07773473428801,92.67680326236034,86.18544175185379
"(2, 3, 'regresando', 1)",2.0,3.0,regresando,1,-70.0,20.0,20.0
"(2, 3, 'regresando', 2)",2.0,3.0,regresando,2,-60.91234567901236,20.799999999999997,20.799999999999997
"(2, 3, 'regresando', 3)",2.0,3.0,regresando,3,-50.97136671239142,41.061977900552485,41.294666666666664
"(2, 3, 'regresando', 4)",2.0,3.0,regresando,4,-44.53347062252898,41.26373900552486,41.75744515325677
"(2, 3, 'regresando', 5)",2.0,3.0,regresando,5,-38.438578169775006,46.201672961206924,46.2951046402299
"(2, 3, 'regresando', 6)",2.0,3.0,regresando,6,-33.47342157247403,46.25713360246702,46.431460635456716
"(2, 3, 'regresando', 7)",2.0,3.0,regresando,7,-28.922115157632007,47.604656106112024,47.619947433458485
"(2, 3, 'regresando', 8)",2.0,3.0,regresando,8,-24.91133313538061,47.62016256904077,47.657458501592245
"(2, 3, 'regresando', 9)",2.0,3.0,regresando,9,-21.25875992234469,47.996406816352255,47.97848948541826
"(2, 3, 'regresando', 10)",2.0,3.0,regresando,10,-17.964585805122226,48.00075601854992,47.98870243658621
"(2, 4, 'en_camino', 1)",2.0,4.0,en_camino,1,-99.01234567901236,-99.55801104972376,-86.66666666666664
"(2, 4, 'en_camino', 2)",2.0,4.0,en_camino,2,-94.36671239140378,-95.20893745612162,-72.77777777777774
"(2, 4, 'en_camino', 3)",2.0,4.0,en_camino,3,-84.09025632135538,-16.155425270682144,2.1013120801426974
"(2, 4, 'en_camino', 4)",2.0,4.0,en_camino,4,-77.22095821284941,-12.269881081232437,12.98014630212751
"(2, 4, 'en_camino', 5)",2.0,4.0,en_camino,5,-70.51968267353871,4.7269865065300865,36.199944161948615
"(2, 4, 'en_camino', 6)",2.0,4.0,en_camino,6,-64.76466768156318,66.1803602052468,69.19954795069492
"(2, 4, 'en_camino', 7)",2.0,4.0,en_camino,7,-59.42257097521011,70.5294716496138,75.41343126600992
"(2, 4, 'en_camino', 8)",2.0,4.0,en_camino,8,-54.55974293359883,101.86733591815239,93.01463047293429
"(2, 4, 'en_camino', 9)",2.0,4.0,en_camino,9,-50.049005856124296,103.07585594201599,94.70603528706873
"(2, 4, 'en_camino', 10)",2.0,4.0,en_camino,10,-45.87631284506783,114.91411922217596,101.39103404063783
"(2, 4, 'regresando', 1)",2.0,4.0,regresando,1,-99.01234567901236,-100.0,-86.66666666666664
"(2, 4, 'regresando', 2)",2.0,4.0,regresando,2,-87.32967535436674,-4.716022099447516,-2.2666666666666604
"(2, 4, 'regresando', 3)",2.0,4.0,regresando,3,-80.10289159036927,-3.3522209944751395,1.8446858237553592
"(2, 4, 'regresando', 4)",2.0,4.0,regresando,4,-71.92233056274337,29.377152165074328,30.139589195402422
"(2, 4, 'regresando', 5)",2.0,4.0,regresando,5,-65.28785049905856,29.76927533914105,31.135275898687034
"(2, 4, 'regresando', 6)",2.0,4.0,regresando,6,-58.93382181038799,39.26268548803261,39.3348867334498
"(2, 4, 'regresando', 7)",2.0,4.0,regresando,7,-53.3287901944154,39.37322380440128,39.600201886760374
"(2, 4, 'regresando', 8)",2.0,4.0,regresando,8,-48.16366603409058,42.05354318711205,41.85041294261707
"(2, 4, 'regresando', 9)",2.0,4.0,regresando,9,-43.501572800257534,42.08459312309465,41.92228217702591
"(2, 4, 'regresando', 10)",2.0,4.0,regresando,10,-39.245817919317254,42.83770043321495,42.53470229807808
"(3, 0, 'en_camino', 1)",3.0,0.0,en_camino,1,-99.01234567901236,-99.55801104972376,-86.66666666666664
"(3, 0, 'en_camino', 2)",3.0,0.0,en_camino,2,-93.99304787330809,-95.20893745612162,-68.22796934865643
"(3, 0, 'en_camino', 3)",3.0,0.0,en_camino,3,-89.46415465722916,-91.13237957610629,-58.18047573434994
"(3, 0, 'en_camino', 4)",3.0,0.0,en_camino,4,-85.2475500415673,-87.303245896323,-47.62050220144247
"(3, 0, 'en_camino', 5)",3.0,0.0,en_camino,5,-81.340400896659,-83.60542340375903,-41.86623090940432
"(3, 0, 'en_camino', 6)",3.0,0.0,en_camino,6,-77.68643642197713,-80.13295939700117,-35.81845871031531
"(3, 0, 'en_camino', 7)",3.0,0.0,en_camino,7,-74.26922328725708,-76.84180084879138,-32.52294647814209
"(3, 0, 'en_camino', 8)",3.0,0.0,en_camino,8,-70.99423023858178,-30.194755740617428,-28.089747360007795
"(3, 0, 'en_camino', 9)",3.0,0.0,en_camino,9,-67.88169372121222,-27.256125393285643,-25.31852434669634
"(3, 0, 'en_camino', 10)",3.0,0.0,en_camino,10,-64.89505703104146,-7.5124466707492,-22.090292400816132
"(3, 0, 'regresando', 1)",3.0,0.0,regresando,1,-99.01234567901236,-99.55801104972376,-86.66666666666664
"(3, 0, 'regresando', 2)",3.0,0.0,regresando,2,-93.99304787330809,-95.58011049723758,-68.22796934865643
"(3, 0, 'regresando', 3)",3.0,0.0,regresando,3,-85.13941757446737,-4.368163364976651,-1.286091954022416
"(3, 0, 'regresando', 4)",3.0,0.0,regresando,4,-78.30672810272551,-3.1114016055675973,2.1032504326929513
"(3, 0, 'regresando', 5)",3.0,0.0,regresando,5,-71.12730057720006,27.102179144817626,27.108458983552786
"(3, 0, 'regresando', 6)",3.0,0.0,regresando,6,-64.83932582824669,27.462117192243873,27.95943054638385
"(3, 0, 'regresando', 7)",3.0,0.0,regresando,7,-58.90762492297739,36.17897129719425,35.048699437834486
"(3, 0, 'regresando', 8)",3.0,0.0,regresando,8,-53.557958226447404,36.28036616117719,35.27691429376555
"(3, 0, 'regresando', 9)",3.0,0.0,regresando,9,-48.643813940958005,38.7391118567749,37.21605415347444
"(3, 0, 'regresando', 10)",3.0,0.0,regresando,10,-44.18120871366831,38.767589815278356,37.27793794283271
"(3, 1, 'en_camino', 1)",3.0,1.0,en_camino,1,-100.0,-100.0,-100.0
"(3, 1, 'en_camino', 2)",3.0,1.0,en_camino,2,-95.6246913580247,-95.95801104972377,-84.59999999999998
"(3, 1, 'en_camino', 3)",3.0,1.0,en_camino,3,-91.29474090790647,-92.09293745612162,-67.49224712643421
"(3, 1, 'en_camino', 4)",3.0,1.0,en_camino,4,-87.19271296703212,-88.21242808439357,-57.62089230842402
"(3, 1, 'en_camino', 5)",3.0,1.0,en_camino,5,-83.28541759766561,-84.51213059831014,-47.229394790876526
"(3, 1, 'en_camino', 6)",3.0,1.0,en_camino,6,-79.59918221473886,-80.98106511694938,-41.557016892539274
"(3, 1, 'en_camino', 7)",3.0,1.0,en_camino,7,-75.97617526425677,-38.043165610154865,-35.38685765797299
"(3, 1, 'en_camino', 8)",3.0,1.0,en_camino,8,-72.52436768869168,-34.89012221224245,-29.380514153846455
"(3, 1, 'en_camino', 9)",3.0,1.0,en_camino,9,-69.18454487692439,-10.203458916184104,-23.741190812342882
"(3, 1, 'en_camino', 10)",3.0,1.0,en_camino,10,-65.99565820666125,23.24143540332349,-19.01635917903298
"(3, 1, 'regresando', 1)",3.0,1.0,regresando,1,-100.0,-100.0,-100.0
"(3, 1, 'regresando', 2)",3.0,1.0,regresando,2,-84.22469135802471,6.641988950276242,7.86666666666667
"(3, 1, 'regresando', 3)",3.0,1.0,regresando,3,-75.86674090790646,7.703889502762429,10.302342911877679
"(3, 1, 'regresando', 4)",3.0,1.0,regresando,4,-67.13677880150857,33.6930155852996,34.18476126436787
"(3, 1, 'regresando', 5)",3.0,1.0,regresando,5,-60.43526348788333,33.984913697194834,34.90242439714049
"(3, 1, 'regresando', 6)",3.0,1.0,regresando,6,-54.11773398654829,41.07713740058959,41.157618070834104
"(3, 1, 'regresando', 7)",3.0,1.0,regresando,7,-48.641213469717506,41.15875036337248,41.355044745222145
"(3, 1, 'regresando', 8)",3.0,1.0,regresando,8,-43.617131789874236,43.13898324395923,43.04468150220132
"(3, 1, 'regresando', 9)",3.0,1.0,regresando,9,-39.105585757549235,43.16187378184169,43.0984338767693
"(3, 1, 'regresando', 10)",3.0,1.0,regresando,10,-34.993039361876654,43.71714345437479,43.55713365461272
"(3, 2, 'en_camino', 1)",3.0,2.0,en_camino,1,-100.0,-100.0,-100.0
"(3, 2, 'en_camino', 2)",3.0,2.0,en_camino,2,-95.81234567901237,-96.00000000000001,-85.86666666666665
"(3, 2, 'en_camino', 3)",3.0,2.0,en_camino,3,-91.71140374942846,-92.19202209944751,-72.38511111111109
"(3, 2, 'en_camino', 4)",3.0,2.0,en_camino,4,-87.69666610035249,-88.36957237080678,-58.040688512127716
"(3, 2, 'en_camino', 5)",3.0,2.0,en_camino,5,-83.85684350118959,-84.64770743233221,-50.11988910542829
"(3, 2, 'en_camino', 6)",3.0,2.0,en_camino,6,-79.8196968502779,-34.04738653578516,-39.600794323853115
"(3, 2, 'en_camino', 7)",3.0,2.0,en_camino,7,-75.96470931402334,-30.70502670057582,-6.035735949889302
"(3, 2, 'en_camino', 8)",3.0,2.0,en_camino,8,-72.17659875114077,-8.072694181967254,13.426770310757686
"(3, 2, 'en_camino', 9)",3.0,2.0,en_camino,9,-68.56723964762722,31.31663858863337,38.22083300890798
"(3, 2, 'en_camino', 10)",3.0,2.0,en_camino,10,-65.10361985471896,39.83736987480236,45.65563653996194
"(3, 2, 'regresando', 1)",3.0,2.0,regresando,1,-70.0,20.0,20.0
"(3, 2, 'regresando', 2)",3.0,2.0,regresando,2,-60.912345679012354,20.799999999999997,20.799999999999997
"(3, 2, 'regresando', 3)",3.0,2.0,regresando,3,-50.971366712391415,41.061977900552485,41.294666666666664
"(3, 2, 'regresando', 4)",3.0,2.0,regresando,4,-44.533470622528974,41.26373900552486,41.75744515325677
"(3, 2, 'regresando', 5)",3.0,2.0,regresando,5,-38.438578169775006,46.201672961206924,46.2951046402299
"(3, 2, 'regresando', 6)",3.0,2.0,regresando,6,-33.47342157247403,46.25713360246702,46.431460635456716
"(3, 2, 'regresando', 7)",3.0,2.0,regresando,7,-28.922115157632007,47.604656106112024,47.619947433458485
"(3, 2, 'regresando', 8)",3.0,2.0,regresando,8,-24.911333135380605,47.62016256904077,47.657458501592245
"(3, 2, 'regresando', 9)",3.0,2.0,regresando,9,-21.25875992234469,47.996406816352255,47.97848948541826
"(3, 2, 'regresando', 10)",3.0,2.0,regresando,10,-17.96458580512222,48.00075601854992,47.98870243658621
"(3, 3, 'en_camino', 1)",3.0,3.0,en_camino,1,-100.0,-100.0,-100.0
"(3, 3, 'en_camino', 2)",3.0,3.0,en_camino,2,-95.6246913580247,-95.95801104972377,-84.59999999999998
"(3, 3, 'en_camino', 3)",3.0,3.0,en_camino,3,-91.29474090790647,-92.09293745612162,-67.49224712643421
"(3, 3, 'en_camino', 4)",3.0,3.0,en_camino,4,-87.19271296703212,-88.21242808439357,-57.62089230842402
"(3, 3, 'en_camino', 5)",3.0,3.0,en_camino,5,-82.47142991143139,-29.0255851042523,-24.16490871146889
"(3, 3, 'en_camino', 6)",3.0,3.0,en_camino,6,-78.09763598124914,-25.501630385364454,-1.7119152537335454
"(3, 3, 'en_camino', 7)",3.0,3.0,en_camino,7,-73.76186152889316,-3.809926933455756,20.1861606830834
"(3, 3, 'en_camino', 8)",3.0,3.0,en_camino,8,-69.68499914463825,42.248726976594355,48.65306713894094
"(3, 3, 'en_camino', 9)",3.0,3.0,en_camino,9,-65.7847016639689,49.27789780617029,56.767539576393425
"(3, 3, 'en_camino', 10)",3.0,3.0,en_camino,10,-62.103854636838044,79.56115816716115,74.28165577695849
"(3, 3, 'regresando', 1)",3.0,3.0,regresando,1,-100.0,-100.0,-100.0
"(3, 3, 'regresando', 2)",3.0,3.0,regresando,2,-84.22469135802471,6.641988950276242,7.86666666666667
"(3, 3, 'regresando', 3)",3.0,3.0,regresando,3,-75.86674090790646,7.703889502762429,10.302342911877679
"(3, 3, 'regresando', 4)",3.0,3.0,regresando,4,-67.13677880150857,33.6930155852996,34.18476126436787
"(3, 3, 'regresando', 5)",3.0,3.0,regresando,5,-60.43526348788334,33.984913697194834,34.90242439714049
"(3, 3, 'regresando', 6)",3.0,3.0,regresando,6,-54.1177339865483,41.07713740058959,41.157618070834104
"(3, 3, 'regresando', 7)",3.0,3.0,regresando,7,-48.641213469717506,41.15875036337248,41.355044745222145
"(3, 3, 'regresando', 8)",3.0,3.0,regresando,8,-43.617131789874236,43.13898324395923,43.04468150220132
"(3, 3, 'regresando', 9)",3.0,3.0,regresando,9,-39.10558575754924,43.16187378184169,43.0984338767693
"(3, 3, 'regresando', 10)",3.0,3.0,regresando,10,-34.99303936187666,43.71714345437479,43.55713365461272
"(3, 4, 'en_camino', 1)",3.0,4.0,en_camino,1,-99.01234567901236,-99.55801104972376,-86.66666666666664
"(3, 4, 'en_camino', 2)",3.0,4.0,en_camino,2,-93.99304787330809,-95.20893745612162,-68.22796934865643
"(3, 4, 'en_camino', 3)",3.0,4.0,en_camino,3,-89.46415465722916,-91.13237957610629,-58.18047573434994
"(3, 4, 'en_camino', 4)",3.0,4.0,en_camino,4,-83.87539396027132,-24.33917377243092,-23.75896119154067
"(3, 4, 'en_camino', 5)",3.0,4.0,en_camino,5,-79.00265349889553,-20.66882904945198,3.7468800224502283
"(3, 4, 'en_camino', 6)",3.0,4.0,en_camino,6,-74.17259467356796,-0.18223297231060964,26.758332856907113
"(3, 4, 'en_camino', 7)",3.0,4.0,en_camino,7,-69.72378066972695,51.79493797721322,56.827651373951056
"(3, 4, 'en_camino', 8)",3.0,4.0,en_camino,8,-65.49138796185046,57.724260105003665,64.34463317908856
"(3, 4, 'en_camino', 9)",3.0,4.0,en_camino,9,-61.531017548566645,88.87602691776026,82.11398954434517
"(3, 4, 'en_camino', 10)",3.0,4.0,en_camino,10,-57.7952890446608,90.62878542268133,84.3861912463492
"(3, 4, 'regresando', 1)",3.0,4.0,regresando,1,-99.01234567901236,-99.55801104972376,-86.66666666666664
"(3, 4, 'regresando', 2)",3.0,4.0,regresando,2,-93.99304787330809,-95.58011049723758,-68.22796934865643
"(3, 4, 'regresando', 3)",3.0,4.0,regresando,3,-85.13941757446739,-4.368163364976651,-1.286091954022416
"(3, 4, 'regresando', 4)",3.0,4.0,regresando,4,-78.30672810272551,-3.1114016055675973,2.1032504326929513
"(3, 4, 'regresando', 5)",3.0,4.0,regresando,5,-71.12730057720006,27.102179144817626,27.108458983552786
"(3, 4, 'regresando', 6)",3.0,4.0,regresando,6,-64.8393258282467,27.462117192243873,27.95943054638385
"(3, 4, 'regresando', 7)",3.0,4.0,regresando,7,-58.90762492297739,36.17897129719425,35.048699437834486
"(3, 4, 'regresando', 8)",3.0,4.0,regresando,8,-53.557958226447404,36.28036616117719,35.27691429376555
"(3, 4, 'regresando', 9)",3.0,4.0,regresando,9,-48.64381394095802,38.7391118567749,37.21605415347444
"(3, 4, 'regresando', 10)",3.0,4.0,regresando,10,-44.18120871366833,38.767589815278356,37.27793794283271
"(4, 0, 'en_camino', 1)",4.0,0.0,en_camino,1,-97.4193548387097,-99.55801104972376,-75.17241379310089
"(4, 0, 'en_camino', 2)",4.0,0.0,en_camino,2,-92.15220770545088,-95.20893745612162,-63.678160919535095
"(4, 0, 'en_camino', 3)",4.0,0.0,en_camino,3,-87.46173815466571,-91.13237957610629,-51.59763509044031
"(4, 0, 'en_camino', 4)",4.0,0.0,en_camino,4,-83.24856293408628,-87.303245896323,-45.0147944465307
"(4, 0, 'en_camino', 5)",4.0,0.0,en_camino,5,-79.37305802140554,-83.700640542165,-38.09619109677948
"(4, 0, 'en_camino', 6)",4.0,0.0,en_camino,6,-75.7906989754741,-80.21133406944463,-34.32615128415462
"(4, 0, 'en_camino', 7)",4.0,0.0,en_camino,7,-72.4533526543078,-76.92814376786052,-30.363817769706582
"(4, 0, 'en_camino', 8)",4.0,0.0,en_camino,8,-69.33619653769301,-73.81265796506315,-28.20468906127108
"(4, 0, 'en_camino', 9)",4.0,0.0,en_camino,9,-66.37368521342435,-30.746329148104238,-25.30017926695108
"(4, 0, 'en_camino', 10)",4.0,0.0,en_camino,10,-63.55813516526229,-27.964241946624714,-23.484550374514264
"(4, 0, 'regresando', 1)",4.0,0.0,regresando,1,-97.4193548387097,-99.55801104972376,-75.17241379310089
"(4, 0, 'regresando', 2)",4.0,0.0,regresando,2,-92.15220770545088,-95.20893745612162,-63.678160919535095
"(4, 0, 'regresando', 3)",4.0,0.0,regresando,3,-87.46173815466571,-91.44408290345228,-51.59763509044031
"(4, 0, 'regresando', 4)",4.0,0.0,regresando,4,-80.59791762529682,-5.345672061562218,-7.739163694002483
"(4, 0, 'regresando', 5)",4.0,0.0,regresando,5,-74.30671133522834,-4.154286238434361,-5.51856006125884
"(4, 0, 'regresando', 6)",4.0,0.0,regresando,6,-67.9784667306869,24.47548714572534,10.864162782342836
"(4, 0, 'regresando', 7)",4.0,0.0,regresando,7,-62.18524595732865,24.81690750334655,11.421695875295153
"(4, 0, 'regresando', 8)",4.0,0.0,regresando,8,-56.77434548793198,33.08467023249712,16.066389286869317
"(4, 0, 'regresando', 9)",4.0,0.0,regresando,9,-51.837338335904334,33.180862312682905,16.215909364941204
"(4, 0, 'regresando', 10)",4.0,0.0,regresando,10,-47.31248964396123,35.51341140066675,17.486380307454517
"(4, 1, 'en_camino', 1)",4.0,1.0,en_camino,1,-99.01234567901236,-100.0,-86.66666666666664
"(4, 1, 'en_camino', 2)",4.0,1.0,en_camino,2,-93.99304787330809,-95.95801104972377,-68.22796934865643
"(4, 1, 'en_camino', 3)",4.0,1.0,en_camino,3,-89.46415465722916,-92.09293745612162,-58.18047573434994
"(4, 1, 'en_camino', 4)",4.0,1.0,en_camino,4,-85.24755004156728,-88.40645062583003,-47.62050220144247
"(4, 1, 'en_camino', 5)",4.0,1.0,en_camino,5,-81.340400896659,-84.7487952209529,-41.86623090940432
"(4, 1, 'en_camino', 6)",4.0,1.0,en_camino,6,-77.68643642197713,-81.25179966518985,-35.81845871031531
"(4, 1, 'en_camino', 7)",4.0,1.0,en_camino,7,-74.26922328725706,-77.90196645583134,-32.52294647814209
"(4, 1, 'en_camino', 8)",4.0,1.0,en_camino,8,-70.99423023858178,-40.81487911816392,-28.089747360007795
"(4, 1, 'en_camino', 9)",4.0,1.0,en_camino,9,-67.88169372121222,-37.820880671815985,-25.31852434669634
"(4, 1, 'en_camino', 10)",4.0,1.0,en_camino,10,-64.89505703104146,-12.793468983202548,-22.090292400816132
"(4, 1, 'regresando', 1)",4.0,1.0,regresando,1,-99.01234567901236,-100.0,-86.66666666666664
"(4, 1, 'regresando', 2)",4.0,1.0,regresando,2,-93.99304787330809,-95.95801104972377,-68.22796934865643
"(4, 1, 'regresando', 3)",4.0,1.0,regresando,3,-85.13941757446739,-5.452937456121609,-1.286091954022416
"(4, 1, 'regresando', 4)",4.0,1.0,regresando,4,-78.30672810272551,-4.157513953176034,2.1032504326929513
"(4, 1, 'regresando', 5)",4.0,1.0,regresando,5,-71.12730057720006,26.87010228231618,27.108458983552786
"(4, 1, 'regresando', 6)",4.0,1.0,regresando,6,-64.83932582824669,27.24307604656088,27.95943054638385
"(4, 1, 'regresando', 7)",4.0,1.0,regresando,7,-58.90762492297739,36.26956183728694,35.048699437834486
"(4, 1, 'regresando', 8)",4.0,1.0,regresando,8,-53.557958226447404,36.374759057719544,35.27691429376555
"(4, 1, 'regresando', 9)",4.0,1.0,regresando,9,-48.643813940958005,38.925392699520565,37.21605415347444
"(4, 1, 'regresando', 10)",4.0,1.0,regresando,10,-44.18120871366831,38.95494613238115,37.27793794283271
"(4, 2, 'en_camino', 1)",4.0,2.0,en_camino,1,-99.01234567901236,-100.0,-86.66666666666664
"(4, 2, 'en_camino', 2)",4.0,2.0,en_camino,2,-94.36671239140378,-96.00000000000001,-72.77777777777774
"(4, 2, 'en_camino', 3)",4.0,2.0,en_camino,3,-89.9399743521434,-92.19202209944751,-58.18047573434994
"(4, 2, 'en_camino', 4)",4.0,2.0,en_camino,4,-85.8149884062293,-88.56359491224322,-50.22620995635422
"(4, 2, 'en_camino', 5)",4.0,2.0,en_camino,5,-81.9275103358594,-84.95810062072086,-41.86623090940434
"(4, 2, 'en_camino', 6)",4.0,2.0,en_camino,6,-78.28195008613528,-81.43452874055353,-37.31076613647599
"(4, 2, 'en_camino', 7)",4.0,2.0,en_camino,7,-74.6977040219274,-37.83052206841704,-30.07343872874905
"(4, 2, 'en_camino', 8)",4.0,2.0,en_camino,8,-71.27242613656931,-34.65458193509785,-25.231582988970466
"(4, 2, 'en_camino', 9)",4.0,2.0,en_camino,9,-67.95479300771642,-11.767778293642635,-19.980559489037176
"(4, 2, 'en_camino', 10)",4.0,2.0,en_camino,10,-64.78172074675325,22.20374375619719,-15.038208108634946
"(4, 2, 'regresando', 1)",4.0,2.0,regresando,1,-99.01234567901236,-100.0,-86.66666666666664
"(4, 2, 'regresando', 2)",4.0,2.0,regresando,2,-87.32967535436671,-4.8000000000000025,-2.2666666666666604
"(4, 2, 'regresando', 3)",4.0,2.0,regresando,3,-80.10289159036925,-3.424022099447516,1.8446858237553592
"(4, 2, 'regresando', 4)",4.0,2.0,regresando,4,-71.92233056274337,29.171045087756784,30.139589195402422
"(4, 2, 'regresando', 5)",4.0,2.0,regresando,5,-65.28785049905856,29.570513993095446,31.135275898687034
"(4, 2, 'regresando', 6)",4.0,2.0,regresando,6,-58.93382181038799,39.21859088415734,39.3348867334498
"(4, 2, 'regresando', 7)",4.0,2.0,regresando,7,-53.3287901944154,39.331605986721506,39.600201886760374
"(4, 2, 'regresando', 8)",4.0,2.0,regresando,8,-48.16366603409058,42.070755389729655,41.85041294261707
"(4, 2, 'regresando', 9)",4.0,2.0,regresando,9,-43.501572800257534,42.1025277734377,41.92228217702591
"(4, 2, 'regresando', 10)",4.0,2.0,regresando,10,-39.24581791931725,42.87309379333662,42.53470229807808
"(4, 3, 'en_camino', 1)",4.0,3.0,en_camino,1,-99.01234567901236,-100.0,-86.66666666666664
"(4, 3, 'en_camino', 2)",4.0,3.0,en_camino,2,-93.99304787330809,-95.95801104972377,-68.22796934865643
"(4, 3, 'en_camino', 3)",4.0,3.0,en_camino,3,-89.46415465722916,-92.09293745612162,-58.18047573434994
"(4, 3, 'en_camino', 4)",4.0,3.0,en_camino,4,-85.2475500415673,-88.40645062583003,-47.62050220144247
"(4, 3, 'en_camino', 5)",4.0,3.0,en_camino,5,-81.34040089665899,-84.7487952209529,-41.86623090940432
"(4, 3, 'en_camino', 6)",4.0,3.0,en_camino,6,-77.39686536667412,-34.05881403186612,-29.630228606508382
"(4, 3, 'en_camino', 7)",4.0,3.0,en_camino,7,-73.65081164325642,-30.716577151118553,-20.693684233299184
"(4, 3, 'en_camino', 8)",4.0,3.0,en_camino,8,-69.99559927524169,-7.948602096023644,-11.861139781730142
"(4, 3, 'en_camino', 9)",4.0,3.0,en_camino,9,-66.50781996598482,31.537706238450724,-2.146422470858442
"(4, 3, 'en_camino', 10)",4.0,3.0,en_camino,10,-63.162810054675475,39.754208638626146,1.8815548174774162
"(4, 3, 'regresando', 1)",4.0,3.0,regresando,1,-99.01234567901236,-100.0,-86.66666666666664
"(4, 3, 'regresando', 2)",4.0,3.0,regresando,2,-93.99304787330809,-95.95801104972377,-68.22796934865643
"(4, 3, 'regresando', 3)",4.0,3.0,regresando,3,-85.13941757446739,-5.452937456121609,-1.286091954022416
"(4, 3, 'regresando', 4)",4.0,3.0,regresando,4,-78.30672810272551,-4.157513953176034,2.1032504326929513
"(4, 3, 'regresando', 5)",4.0,3.0,regresando,5,-71.12730057720006,26.87010228231618,27.108458983552786
"(4, 3, 'regresando', 6)",4.0,3.0,regresando,6,-64.8393258282467,27.24307604656088,27.95943054638385
"(4, 3, 'regresando', 7)",4.0,3.0,regresando,7,-58.90762492297739,36.26956183728694,35.048699437834486
"(4, 3, 'regresando', 8)",4.0,3.0,regresando,8,-53.557958226447404,36.374759057719544,35.27691429376555
"(4, 3, 'regresando', 9)",4.0,3.0,regresando,9,-48.64381394095802,38.925392699520565,37.21605415347444
"(4, 3, 'regresando', 10)",4.0,3.0,regresando,10,-44.181208713668326,38.95494613238115,37.27793794283271
"(4, 4, 'en_camino', 1)",4.0,4.0,en_camino,1,-97.4193548387097,-99.55801104972376,-75.17241379310089
"(4, 4, 'en_camino', 2)",4.0,4.0,en_camino,2,-92.15220770545088,-95.20893745612162,-63.678160919535095
"(4, 4, 'en_camino', 3)",4.0,4.0,en_camino,3,-87.46173815466571,-91.13237957610629,-51.59763509044031
"(4, 4, 'en_camino', 4)",4.0,4.0,en_camino,4,-83.24856293408628,-87.303245896323,-45.0147944465307
"(4, 4, 'en_camino', 5)",4.0,4.0,en_camino,5,-78.95255857713742,-30.824734670167246,-22.462767676554616
"(4, 4, 'en_camino', 6)",4.0,4.0,en_camino,6,-74.94542978194829,-27.358503451463008,-4.441699295517058
"(4, 4, 'en_camino', 7)",4.0,4.0,en_camino,7,-71.02875655838002,-4.833242422080997,10.634769803539168
